gene	sample20181126-B3-A00289_capture5-wdd-20181122_I4	sample20181126-B3-A00289_capture4-wdd-20181122_I5	sample20181126-B3-A00289_capture5-wdd-20181122_I8	sample20181126-B3-A00289_capture4-wdd-20181122_I7	sample20181126-B3-A00289_capture6-wdd-20181122_I6	sample20181126-B3-A00289_capture6-wdd-20181122_I11	sample20181126-B3-A00289_capture4-wdd-20181122_I6	sample20181126-B3-A00289_capture5-wdd-20181122_I2	sample20181126-B3-A00289_capture6-wdd-20181122_I1	sample20181126-B3-A00289_capture4-wdd-20181122_I10	sample20181126-B3-A00289_capture6-wdd-20181122_I5	sample20181126-B3-A00289_capture6-wdd-20181122_I3	sample20181126-B3-A00289_capture4-wdd-20181122_I9	sample20181126-B3-A00289_capture4-wdd-20181122_I8	sample20181126-B3-A00289_capture5-wdd-20181122_I1	sample20181126-B3-A00289_capture6-wdd-20181122_I9	sample20181126-B3-A00289_capture5-wdd-20181122_I3	sample20181126-B3-A00289_capture5-wdd-20181122_I11	sample20181126-B3-A00289_capture5-wdd-20181122_I6	sample20181126-B3-A00289_capture6-wdd-20181122_I2	sample20181126-B3-A00289_capture5-wdd-20181122_I7	sample20181126-B3-A00289_capture6-wdd-20181122_I10	sample20181126-B3-A00289_capture5-wdd-20181122_I5	sample20181126-B3-A00289_capture6-wdd-20181122_I7	sample20181126-B3-A00289_capture5-wdd-20181122_I10	sample20181126-B3-A00289_capture6-wdd-20181122_I8	sample20181126-B3-A00289_capture5-wdd-20181122_I9	sample20181126-B3-A00289_capture6-wdd-20181122_I4	Median_GCS	cut_off	sample20190412-B2-A00168_capture20190411-2_I1-GCS	sample20190412-B2-A00168_capture20190411-2_I1-CopyRatio	Exon_counts	Filter	CopyNumber
19p	-3.08533211743	0.141473347002	0.346642079519	-2.01907544942	-0.790383641004	0.50071589726	-1.85017309377	1.14816233573	1.31455666866	-1.94658984578	1.62307681684	-0.564561115538	-1.41580895394	0.371835320288	-0.0543786430867	-0.57585893519	0.110524626031	1.52137759982	0.0313529396629	1.11195570661	-0.839585682158	-1.29326874113	-0.149441556072	2.10907529995	0.498319214897	1.54046477539	0.435447190762	1.77947795611	0.125998986517	2.10907529995	12.2626066498	0.45059405309	8	PASS	2.73320572363
19q	-1.39750188841	-0.330656839567	-1.3835975379	-3.85853593682	-0.308654226671	0.260901478468	-1.73801621307	-0.0857379179285	3.38456922258	-5.18546441067	2.32698795933	1.40583252796	-1.23043924622	0.229047786227	3.53612330519	0.974707377337	-0.764506944046	-0.337393037328	-0.449293049079	1.38360256939	0.391066276052	-2.15100010339	-0.479878574351	3.49622002539	-0.967134985697	3.13010857571	-1.51573511471	1.66437892221	-0.319655533119	3.85853593682	30.759552566	0.316268208065	64	PASS	2.49021137711
1p	-20.2317357966	-4.09626487827	0.555591646566	-4.55878431858	3.51623118823	0.561958986632	-2.63328741974	0.595613409264	2.61610227531	-4.82216963205	3.80834701462	2.95762742669	-1.5772875935	-4.23245038771	2.10680751711	2.09165553966	1.38563308862	0.40141565775	1.34080302773	1.87071845526	3.60822207987	2.26465930049	-0.0905567377034	3.09767738871	1.25639094607	3.05601816327	1.03453757337	4.1165260789	1.2985969869	4.82216963205	-7.82977639625	-0.0692660033621	113	PASS	1.9062455856
1q	-3.03891812382	-0.675182586289	-0.714319643049	0.0672326888731	-0.0594338261784	1.15551554312	0.0559436220443	1.13915285601	0.85984253455	-1.682790272	0.301214248945	0.558080526887	-1.14898876106	0.00406113438704	0.841468630587	0.669897018001	-0.276753541685	0.566696707842	-0.39210021178	0.794673385019	-0.521026640093	-0.971562411293	0.488143251278	0.411460426461	0.485625777245	0.939083976101	-0.0970887538714	0.240072443774	0.153652566324	1.682790272	-1.98571015828	-0.0468620802186	24	PASS	1.9360791316
ACVR1	2.49699385298	0.261001026271	-0.497177130479	-0.26823142333	0.537671697197	-0.0204672632618	0.0216162639853	-0.461256810176	-0.787543718931	1.09639943979	-1.20054254673	-0.837947037266	0.688639881636	-0.156410638931	2.24653824947	-0.959943546679	0.974140852467	-0.40329507621	0.405444465113	-0.927219329608	0.362291471687	1.31399934152	0.58120800957	-1.12504806083	-0.284739459184	-0.944564464377	-1.83938220654	-0.272175839146	-0.21232103113	2.24653824947	-12.7705135565	-0.228757002566	9	PASS	1.70673964327
AKT1	-8.89915090715	-0.602160231767	1.38738401006	-0.508686128109	0.88082854943	2.97263419637	0.591001249319	0.23810833515	-1.08881635303	1.74916329288	-1.54467104358	0.30683743789	1.03942401719	0.463078419057	-0.739079504883	1.35953196732	-0.492783972486	1.86734320577	1.69910190753	-0.802322193579	0.849881505441	-1.00642795526	-0.293779973401	-0.880686558255	1.15670298323	-0.36375806453	1.05650645885	-0.395204649443	0.27247288652	2.97263419637	-2.95718066814	-0.00579764620462	13	.	1.99197888347
BRAF	5.11399473992	-2.07252375029	-0.594476240315	-2.21540897072	1.11081144297	-0.134237657061	-2.78233242111	-0.5907391922	1.57815303837	-2.96438397257	0.276761389055	1.40702558934	-2.37814824881	-2.05624411747	1.81950906452	1.5794590265	-0.0724101341484	-1.03746814883	-0.58958811878	0.403687833381	0.0547345993356	2.0816897779	1.01913497515	0.121775510357	-0.813569612275	0.992410825832	-0.643309356173	1.38569212811	-0.00883776740641	2.96438397257	13.2067514607	0.411530477672	25	PASS	2.66019218683
BRCA1	-4.41462065113	1.45977491469	-1.48700139979	-0.0944992407807	0.302623017499	-0.699413227228	0.640785559343	-0.246520165125	0.888086705408	0.284055235325	0.0210313768715	-0.0402416113087	0.281325376407	0.472335411346	0.030985050512	0.173277700934	0.484169939082	-0.345411258064	-0.0520677778764	0.913687069238	-0.221284682828	-1.02312140717	-0.126490687901	1.23362956087	0.0872214317394	1.3602224694	0.00729552774738	0.110165762783	0.0591032411257	1.48700139979	-2.11813309851	0.00597232696107	3	PASS	2.00829656399
BRCA2	5.00466935124	-0.809918282829	-0.719645618131	-0.0292536311495	-0.285902669724	-0.798919219359	0.530968666604	0.578531583022	-0.440908577948	0.277912285253	-0.510995147884	0.0718605033547	0.396301351133	0.273692981237	-1.30760660001	0.173099612809	-0.714922164141	0.161478798085	-0.321895132673	0.404251354957	0.0765501724963	0.285532428069	-0.207775695699	-0.166428588709	-0.659097978603	-0.785658443914	-0.203395192477	-0.272526145004	-0.184911890593	1.30760660001	-3.52173699402	-0.0559604546413	5	PASS	1.92390764437
CDK4	-4.99767465304	-0.0653937558713	-0.0883266625619	-1.20084210046	0.814630137151	2.91924905307	0.0806981663705	0.682883234043	-0.018600265434	-0.0143359352851	-1.45000016244	-0.546374714472	-0.464470739983	1.26721209756	0.0651430808299	0.644475762911	0.198089113331	1.63833219152	1.61156173326	-1.28472362186	-0.303590802795	0.929857263457	0.093693241757	-0.0491275413108	0.996222580475	0.00855008108966	-0.436803392714	-1.0303333886	-0.00289292709772	2.91924905307	-5.47737981875	-0.0611609520423	7	PASS	1.91698499959
